State,District,Year,Cashewnut_Area_Hectare,Cashewnut_Production_Tonnes,Cashewnut_Yield_Tonne_Hectare,Coconut_Area_Hectare,Coconut_Production_Nuts,Coconut_Yield_Nuts_Hectare,Ginger_Area_Hectare,Ginger_Production_Tonnes,Ginger_Yield_Tonne_Hectare,Sugarcane_Area_Hectare,Sugarcane_Production_Tonnes,Sugarcane_Yield_Tonne_Hectare,Sweet_potato_Area_Hectare,Sweet_potato_Production_Tonnes,Sweet_potato_Yield_Tonne_Hectare,Arecanut_Area_Hectare,Arecanut_Production_Tonnes,Arecanut_Yield_Tonne_Hectare,Banana_Area_Hectare,Banana_Production_Tonnes,Banana_Yield_Tonne_Hectare,Black_pepper_Area_Hectare,Black_pepper_Production_Tonnes,Black_pepper_Yield_Tonne_Hectare,Dry_chillies_Area_Hectare,Dry_chillies_Production_Tonnes,Dry_chillies_Yield_Tonne_Hectare,other_oilseeds_Area_Hectare,other_oilseeds_Production_Tonnes,other_oilseeds_Yield_Tonne_Hectare,Coriander_Area_Hectare,Coriander_Production_Tonnes,Coriander_Yield_Tonne_Hectare,Tobacco_Area_Hectare,Tobacco_Production_Tonnes,Tobacco_Yield_Tonne_Hectare,Turmeric_Area_Hectare,Turmeric_Production_Tonnes,Turmeric_Yield_Tonne_Hectare,Bhindi_Area_Hectare,Bhindi_Production_Tonnes,Bhindi_Yield_Tonne_Hectare,Brinjal_Area_Hectare,Brinjal_Production_Tonnes,Brinjal_Yield_Tonne_Hectare,Citrus_Fruit_Area_Hectare,Citrus_Fruit_Production_Tonnes,Citrus_Fruit_Yield_Tonne_Hectare,Cucumber_Area_Hectare,Cucumber_Production_Tonnes,Cucumber_Yield_Tonne_Hectare,Grapes_Area_Hectare,Grapes_Production_Tonnes,Grapes_Yield_Tonne_Hectare,Mango_Area_Hectare,Mango_Production_Tonnes,Mango_Yield_Tonne_Hectare,Orange_Area_Hectare,Orange_Production_Tonnes,Orange_Yield_Tonne_Hectare,Other_Fresh_Fruits_Area_Hectare,Other_Fresh_Fruits_Production_Tonnes,Other_Fresh_Fruits_Yield_Tonne_Hectare,Other_Vegetables_Area_Hectare,Other_Vegetables_Production_Tonnes,Other_Vegetables_Yield_Tonne_Hectare,Papaya_Area_Hectare,Papaya_Production_Tonnes,Papaya_Yield_Tonne_Hectare,Pome_Fruit_Area_Hectare,Pome_Fruit_Production_Tonnes,Pome_Fruit_Yield_Tonne_Hectare,Potato_Area_Hectare,Potato_Production_Tonnes,Potato_Yield_Tonne_Hectare,Tomato_Area_Hectare,Tomato_Production_Tonnes,Tomato_Yield_Tonne_Hectare,Cabbage_Area_Hectare,Cabbage_Production_Tonnes,Cabbage_Yield_Tonne_Hectare,Peas_vegetable_Area_Hectare,Peas_vegetable_Production_Tonnes,Peas_vegetable_Yield_Tonne_Hectare,Tapioca_Area_Hectare,Tapioca_Production_Tonnes,Tapioca_Yield_Tonne_Hectare,Bottle_Gourd_Area_Hectare,Bottle_Gourd_Production_Tonnes,Bottle_Gourd_Yield_Tonne_Hectare,Oilseeds_total_Area_Hectare,Oilseeds_total_Production_Tonnes,Oilseeds_total_Yield_Tonne_Hectare,Pulses_total_Area_Hectare,Pulses_total_Production_Tonnes,Pulses_total_Yield_Tonne_Hectare,Onion_Area_Hectare,Onion_Production_Tonnes,Onion_Yield_Tonne_Hectare,Pineapple_Area_Hectare,Pineapple_Production_Tonnes,Pineapple_Yield_Tonne_Hectare,Garlic_Area_Hectare,Garlic_Production_Tonnes,Garlic_Yield_Tonne_Hectare,Sannhamp_Area_Hectare,Sannhamp_Production_Tonnes,Sannhamp_Yield_Tonne_Hectare,Guar_seed_Area_Hectare,Guar_seed_Production_Tonnes,Guar_seed_Yield_Tonne_Hectare,Turnip_Area_Hectare,Turnip_Production_Tonnes,Turnip_Yield_Tonne_Hectare,Carrot_Area_Hectare,Carrot_Production_Tonnes,Carrot_Yield_Tonne_Hectare,Redish_Area_Hectare,Redish_Production_Tonnes,Redish_Yield_Tonne_Hectare,Arcanut_Processed_Area_Hectare,Arcanut_Processed_Production_Tonnes,Arcanut_Processed_Yield_Tonne_Hectare,Atcanut_Raw_Area_Hectare,Atcanut_Raw_Production_Tonnes,Atcanut_Raw_Yield_Tonne_Hectare,Peas_&_beans_Pulses_Area_Hectare,Peas_&_beans_Pulses_Production_Tonnes,Peas_&_beans_Pulses_Yield_Tonne_Hectare,Cashewnut_Processed_Area_Hectare,Cashewnut_Processed_Production_Tonnes,Cashewnut_Processed_Yield_Tonne_Hectare,Cashewnut_Raw_Area_Hectare,Cashewnut_Raw_Production_Tonnes,Cashewnut_Raw_Yield_Tonne_Hectare,Cardamom_Area_Hectare,Cardamom_Production_Tonnes,Cardamom_Yield_Tonne_Hectare,Rubber_Area_Hectare,Rubber_Production_Tonnes,Rubber_Yield_Tonne_Hectare,Bitter_Gourd_Area_Hectare,Bitter_Gourd_Production_Tonnes,Bitter_Gourd_Yield_Tonne_Hectare,Drum_Stick_Area_Hectare,Drum_Stick_Production_Tonnes,Drum_Stick_Yield_Tonne_Hectare,Jack_Fruit_Area_Hectare,Jack_Fruit_Production_Tonnes,Jack_Fruit_Yield_Tonne_Hectare,Snak_Guard_Area_Hectare,Snak_Guard_Production_Tonnes,Snak_Guard_Yield_Tonne_Hectare,Tea_Area_Hectare,Tea_Production_Tonnes,Tea_Yield_Tonne_Hectare,Coffee_Area_Hectare,Coffee_Production_Tonnes,Coffee_Yield_Tonne_Hectare,Cauliflower_Area_Hectare,Cauliflower_Production_Tonnes,Cauliflower_Yield_Tonne_Hectare,Other_Citrus_Fruit_Area_Hectare,Other_Citrus_Fruit_Production_Tonnes,Other_Citrus_Fruit_Yield_Tonne_Hectare,Water_Melon_Area_Hectare,Water_Melon_Production_Tonnes,Water_Melon_Yield_Tonne_Hectare,Ash_Gourd_Area_Hectare,Ash_Gourd_Production_Tonnes,Ash_Gourd_Yield_Tonne_Hectare,Beet_Root_Area_Hectare,Beet_Root_Production_Tonnes,Beet_Root_Yield_Tonne_Hectare,Lab-Lab_Area_Hectare,Lab-Lab_Production_Tonnes,Lab-Lab_Yield_Tonne_Hectare,Pome_Granet_Area_Hectare,Pome_Granet_Production_Tonnes,Pome_Granet_Yield_Tonne_Hectare,Ribed_Guard_Area_Hectare,Ribed_Guard_Production_Tonnes,Ribed_Guard_Yield_Tonne_Hectare,Yam_Area_Hectare,Yam_Production_Tonnes,Yam_Yield_Tonne_Hectare,Apple_Area_Hectare,Apple_Production_Tonnes,Apple_Yield_Tonne_Hectare,Peach_Area_Hectare,Peach_Production_Tonnes,Peach_Yield_Tonne_Hectare,Pear_Area_Hectare,Pear_Production_Tonnes,Pear_Yield_Tonne_Hectare,Plums_Area_Hectare,Plums_Production_Tonnes,Plums_Yield_Tonne_Hectare,Litchi_Area_Hectare,Litchi_Production_Tonnes,Litchi_Yield_Tonne_Hectare,Ber_Area_Hectare,Ber_Production_Tonnes,Ber_Yield_Tonne_Hectare,Other_Dry_Fruit_Area_Hectare,Other_Dry_Fruit_Production_Tonnes,Other_Dry_Fruit_Yield_Tonne_Hectare,Jute_&_mesta_Area_Hectare,Jute_&_mesta_Production_Tonnes,Jute_&_mesta_Yield_Tonne_Hectare,Sesamum_Area_Hectare,Sesamum_Production_Tonnes,Sesamum_Yield_Tonne_Hectare,Groundnut_Area_Hectare,Groundnut_Production_Tonnes,Groundnut_Yield_Tonne_Hectare,Sunflower_Area_Hectare,Sunflower_Production_Tonnes,Sunflower_Yield_Tonne_Hectare,Cottonlint_Area_Hectare,Cottonlint_Production_Bales,Cottonlint_Yield_Bales_Hectare,Mesta_Area_Hectare,Mesta_Production_Bales,Mesta_Yield_Bales_Hectare,Small_millets_Area_Hectare,Small_millets_Production_Tonnes,Small_millets_Yield_Tonne_Hectare,Arhar_Tur_Area_Hectare,Arhar_Tur_Production_Tonnes,Arhar_Tur_Yield_Tonne_Hectare,Bajra_Area_Hectare,Bajra_Production_Tonnes,Bajra_Yield_Tonne_Hectare,Castor_seed_Area_Hectare,Castor_seed_Production_Tonnes,Castor_seed_Yield_Tonne_Hectare,Gram_Area_Hectare,Gram_Production_Tonnes,Gram_Yield_Tonne_Hectare,Linseed_Area_Hectare,Linseed_Production_Tonnes,Linseed_Yield_Tonne_Hectare,Maize_Area_Hectare,Maize_Production_Tonnes,Maize_Yield_Tonne_Hectare,Rice_Area_Hectare,Rice_Production_Tonnes,Rice_Yield_Tonne_Hectare,Soyabean_Area_Hectare,Soyabean_Production_Tonnes,Soyabean_Yield_Tonne_Hectare,Wheat_Area_Hectare,Wheat_Production_Tonnes,Wheat_Yield_Tonne_Hectare,Barley_Area_Hectare,Barley_Production_Tonnes,Barley_Yield_Tonne_Hectare,Khesari_Area_Hectare,Khesari_Production_Tonnes,Khesari_Yield_Tonne_Hectare,Masoor_Area_Hectare,Masoor_Production_Tonnes,Masoor_Yield_Tonne_Hectare,Niger_seed_Area_Hectare,Niger_seed_Production_Tonnes,Niger_seed_Yield_Tonne_Hectare,Rapeseed_&Mustard_Area_Hectare,Rapeseed_&Mustard_Production_Tonnes,Rapeseed_&Mustard_Yield_Tonne_Hectare,Ragi_Area_Hectare,Ragi_Production_Tonnes,Ragi_Yield_Tonne_Hectare,Safflower_Area_Hectare,Safflower_Production_Tonnes,Safflower_Yield_Tonne_Hectare,Jowar_Area_Hectare,Jowar_Production_Tonnes,Jowar_Yield_Tonne_Hectare,MoongGreen_Gram_Area_Hectare,MoongGreen_Gram_Production_Tonnes,MoongGreen_Gram_Yield_Tonne_Hectare,Urad_Area_Hectare,Urad_Production_Tonnes,Urad_Yield_Tonne_Hectare,Horse-gram_Area_Hectare,Horse-gram_Production_Tonnes,Horse-gram_Yield_Tonne_Hectare,CowpeaLobia_Area_Hectare,CowpeaLobia_Yield_Tonne_Hectare,Total_foodgrain_Area_Hectare,Total_foodgrain_Production_Tonnes,Total_foodgrain_Yield_Tonne_Hectare
27. Uttarakhand,5. Dehradun,2015 - 2016,,,,,,,626,7228,11.55,3939,255247,64.8,,,,,,,,,,,,,,,,,,,,,,,,,45,78,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,440,6.11,,,,50,91,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,5. Dehradun,2016 - 2017,,,,,,,572,7000,12.24,4023,260690,64.8,,,,,,,,,,,,,,,,,,,,,,,,,22,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,350,6.14,,,,21,44,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,6. Haridwar,2011 - 2012,,,,,,,1,9,9,69409,4199245,60.5,,,,,,,,,,,,,,,,,,,,,,3,5,1.67,1,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,6. Haridwar,2012 - 2013,,,,,,,,,,72123,4363442,60.5,,,,,,,,,,,,,,,,,,,,,,,,,10,80,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,6. Haridwar,2013 - 2014,,,,,,,1,6,6,75730,4286318,56.6,,,,,,,,,,,,,,,,,,,,,,,,,19,34,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,6. Haridwar,2014 - 2015,,,,,,,2,40,20,72710,4304432,59.2,,,,,,,,,,,,,,,,,,,,,,5,10,2,23,42,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,303,0.45,9,56,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58318,121430,2.08
27. Uttarakhand,6. Haridwar,2015 - 2016,,,,,,,3,26,8.67,70554,4028633,57.1,,,,,,,,,,,,,,,,,,,,,,,,,14,21,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,67,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,6. Haridwar,2016 - 2017,,,,,,,,,,68036,3884856,57.1,,,,,,,,,,,,,,,,,,,,,,9,17,1.89,8,14,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,7. Nainital,2011 - 2012,,,,,,,271,3004,11.08,3952,245024,62,,,,,,,,,,,,,,,,,,,,,,,,,108,1194,11.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,1605,6.52,,,,142,426,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,7. Nainital,2012 - 2013,,,,,,,364,4063,11.16,3960,247500,62.5,,,,,,,,,,,,,,,,,,,,,,,,,141,1269,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,1779,6.52,,,,129,355,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,7. Nainital,2013 - 2014,,,,,,,249,2744,11.02,3915,221589,56.6,,,,,,,,,,,,,,,,,,,,,,,,,161,322,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2088,6.42,,,,128,181,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,7. Nainital,2014 - 2015,,,,,,,283,3075,10.87,3721,238516,64.1,,,,,,,,,,,,,,,,,,,,,,,,,150,299,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3363,2600,0.77,359,2307,6.43,,,,137,195,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46060,103763,2.25
27. Uttarakhand,7. Nainital,2015 - 2016,,,,,,,272,2338,8.6,3543,231004,65.2,,,,,,,,,,,,,,,,,,,,,,,,,122,236,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,4872,6.49,,,,222,335,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,7. Nainital,2016 - 2017,,,,,,,290,3285,11.33,3460,225592,65.2,,,,,,,,,,,,,,,,,,,,,,,,,173,384,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,4598,6.49,,,,123,214,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,8. Pauri garhwal,2011 - 2012,,,,,,,95,665,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,343,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,2309,4.5,,,,125,400,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,8. Pauri garhwal,2012 - 2013,,,,,,,158,1359,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,247,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,2820,4.5,,,,133,386,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,8. Pauri garhwal,2013 - 2014,,,,,,,171,1501,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,138,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,2699,4.55,,,,131,194,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,8. Pauri garhwal,2014 - 2015,,,,,,,153,1334,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,196,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9541,6250,0.66,824,3686,4.47,,,,261,386,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,16,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87289,104472,1.2
27. Uttarakhand,8. Pauri garhwal,2015 - 2016,,,,,,,187,1608,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,290,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736,3326,4.52,,,,209,316,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,8. Pauri garhwal,2016 - 2017,,,,,,,136,1401,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,317,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828,13274,16.03,,,,341,592,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,9. Pithoragarh,2011 - 2012,,,,,,,115,1064,9.25,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1.5,62,574,9.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,1617,4.58,,,,245,662,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,9. Pithoragarh,2012 - 2013,,,,,,,90,710,7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,1068,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,1939,4.58,,,,234,620,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,9. Pithoragarh,2013 - 2014,,,,,,,150,998,6.65,,,,,,,,,,,,,,,,,,,,,,,,,6,22,3.67,88,163,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,2201,4.61,,,,295,428,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,9. Pithoragarh,2014 - 2015,,,,,,,128,1288,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9262,7392,0.8,430,1984,4.61,,,,265,379,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65682,86282,1.31
27. Uttarakhand,9. Pithoragarh,2015 - 2016,,,,,,,229,1789,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,348,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,2278,4.59,,,,351,477,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. Uttarakhand,9. Pithoragarh,2016 - 2017,,,,,,,192,1152,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,284,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,2307,4.6,,,,398,622,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
